date,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
183,6,105,230,67,0,5,192,40,38,0,5,3,0,0,1,5,5,79,128,0,0,0,0,9,0,76,9,0,10,0,51,11,0,284,13
184,2,82,278,79,0,4,185,22,28,0,0,0,0,2,0,2,2,75,93,0,0,0,0,4,0,84,7,0,8,0,56,6,1,289,7
185,10,94,390,58,0,3,204,33,28,0,0,2,0,0,0,4,4,74,111,0,0,0,0,11,0,72,14,0,10,0,51,10,1,220,16
186,10,108,311,79,0,6,169,19,43,0,3,2,0,3,0,5,2,64,93,0,0,0,1,5,0,78,10,0,2,0,69,9,2,272,10
187,14,83,270,85,0,5,169,33,44,0,0,1,0,3,0,10,7,78,137,0,0,0,0,7,0,93,28,0,11,0,44,2,0,322,9
188,5,81,324,70,0,4,188,37,37,0,0,1,0,1,0,5,12,81,125,0,0,0,0,13,0,77,17,0,9,0,51,6,0,294,9
189,11,99,341,75,0,7,178,30,28,0,5,3,0,3,0,2,4,65,127,0,0,0,0,6,0,74,11,0,4,0,34,7,0,253,18
190,5,85,266,84,0,5,167,33,46,0,4,4,0,0,0,3,5,93,123,0,0,0,0,5,0,90,17,0,7,0,47,8,0,325,9
191,2,105,267,82,0,2,179,36,44,0,5,6,0,0,0,5,10,81,138,0,0,0,0,7,0,82,22,0,7,0,58,15,2,333,4
192,3,103,248,75,0,4,162,34,48,0,5,1,0,0,1,5,10,85,151,0,0,0,0,4,0,66,18,0,3,0,62,8,0,290,11
193,4,90,266,75,0,3,140,39,41,0,8,0,0,0,4,4,4,80,172,0,0,0,0,6,0,69,30,0,10,0,48,4,1,313,8
194,2,83,294,96,0,4,187,29,48,0,7,4,0,0,2,4,8,85,135,0,0,0,0,10,0,68,23,0,9,0,58,14,1,335,5
195,2,113,333,85,0,7,153,37,26,0,3,1,0,1,2,2,0,83,109,0,0,0,0,9,0,65,18,0,9,0,71,8,0,297,8
196,1,108,358,61,0,7,191,29,28,0,1,1,0,1,1,2,5,98,72,0,0,0,0,10,0,68,4,0,5,0,58,5,0,264,13
197,1,121,295,98,0,5,161,37,40,0,5,1,0,2,0,2,5,103,121,0,0,0,0,6,0,79,11,0,6,0,48,9,0,342,13
198,2,100,243,86,0,8,155,32,37,0,4,5,0,0,3,2,8,70,135,0,0,0,0,6,0,105,21,0,5,0,59,9,0,319,11
199,3,84,267,91,0,6,166,34,34,0,1,2,0,0,0,6,5,93,124,0,0,0,1,11,0,78,16,0,4,0,54,6,1,309,10
200,5,108,271,70,0,4,174,39,30,0,3,5,0,1,1,3,1,74,118,0,0,0,0,6,0,90,22,0,2,0,50,10,0,298,17
201,6,81,291,78,0,10,189,43,48,0,5,1,0,1,0,3,8,104,146,0,0,0,0,4,1,94,31,0,8,0,54,8,0,333,8
202,3,101,380,81,0,6,173,33,41,0,1,2,0,1,0,3,7,84,121,0,0,0,0,3,0,83,11,0,7,0,56,10,1,284,10
203,3,92,331,79,0,5,202,35,20,0,1,2,0,1,1,1,5,85,119,0,0,0,0,4,0,83,6,0,10,0,49,3,0,286,6
204,1,107,258,98,0,7,154,34,51,0,7,8,0,3,0,1,3,86,126,0,0,0,0,7,1,97,12,0,6,0,61,6,2,323,9
205,2,97,287,90,0,7,138,37,43,0,4,4,0,0,1,3,3,85,141,0,0,0,0,3,0,100,21,0,8,0,39,15,0,284,6
206,4,83,247,82,0,9,167,45,49,0,6,3,0,1,0,3,3,85,147,0,0,0,0,6,0,104,21,0,8,0,38,6,1,335,11
207,2,93,254,80,0,6,150,37,49,0,2,0,0,0,1,1,5,83,138,0,0,0,0,3,0,107,21,0,3,0,54,10,0,320,15
208,2,93,263,89,0,11,174,35,43,0,1,4,0,2,1,8,3,71,156,0,0,0,0,6,0,78,21,0,13,0,51,6,0,319,15
209,3,115,345,87,0,8,166,25,17,0,2,3,0,2,3,2,3,96,108,0,0,0,0,4,0,80,6,0,3,0,64,4,0,305,7
210,2,93,366,72,0,8,159,31,19,0,0,5,0,2,0,1,4,85,121,0,0,0,0,11,0,71,15,0,4,0,59,8,0,276,11
211,4,96,233,93,0,2,155,33,57,0,5,1,0,0,0,3,5,91,111,0,0,0,0,4,0,115,17,0,6,0,58,3,1,357,13
212,3,97,264,87,0,7,154,35,32,0,4,2,0,0,1,3,7,67,122,0,0,0,0,0,0,86,39,0,7,0,45,5,1,333,15
213,5,102,258,68,0,17,148,35,61,0,4,0,0,0,0,0,5,87,133,0,0,0,0,16,0,127,14,0,5,0,55,20,0,415,11
214,2,99,259,76,0,5,144,23,37,0,2,3,0,0,0,2,3,79,126,0,0,0,0,1,0,72,15,0,7,0,66,9,0,275,5
215,1,96,250,81,0,6,155,37,52,0,8,0,0,1,1,6,4,78,139,0,0,0,1,7,0,90,11,0,4,0,61,5,1,306,16
216,1,91,389,57,0,4,178,32,24,0,3,5,0,1,1,1,3,85,101,0,0,0,0,2,0,130,12,0,2,0,62,7,0,313,12
217,4,109,366,69,0,5,179,41,17,0,3,1,0,1,0,6,7,84,107,0,0,0,0,4,0,97,10,0,5,0,63,8,0,275,11
218,7,98,270,98,0,2,167,35,50,0,3,1,0,2,1,1,5,84,130,0,0,0,0,6,0,92,11,0,9,0,63,9,1,345,13
219,2,93,288,80,0,5,157,40,44,0,4,1,0,0,0,3,3,77,131,0,0,0,0,8,0,96,15,0,11,0,54,8,0,311,10
220,3,102,287,84,0,4,176,41,39,0,2,2,0,2,0,2,3,61,123,0,0,0,0,7,0,84,15,1,10,0,47,9,0,319,10
221,2,91,260,80,0,4,150,33,46,0,4,1,0,0,1,1,3,78,137,0,0,0,0,6,0,89,19,0,6,0,42,7,0,277,6
222,2,102,256,85,0,4,168,43,52,0,4,1,0,0,0,16,4,90,181,0,0,0,0,9,0,95,18,0,11,0,49,7,1,352,13
223,1,110,330,79,0,3,171,38,36,0,2,1,0,1,0,7,2,72,93,0,0,0,0,2,0,64,13,0,11,0,68,6,0,274,6
224,5,92,347,69,0,2,164,50,24,0,0,3,0,1,0,1,9,82,118,0,0,0,0,6,0,78,7,0,6,0,50,4,1,277,10
225,4,88,234,74,0,6,170,37,41,0,8,0,0,1,0,1,4,72,150,0,0,0,0,3,0,97,17,0,5,0,59,4,1,324,12
226,5,110,243,79,0,4,143,38,40,0,7,1,0,1,0,1,5,60,167,0,0,0,0,4,0,85,21,0,8,0,54,8,0,315,10
227,2,102,258,87,0,7,146,45,57,0,1,1,0,2,1,1,3,93,152,0,0,0,0,2,0,111,26,0,6,0,48,10,0,348,11
228,3,79,233,86,0,4,182,32,47,0,3,3,0,4,1,1,5,74,165,0,0,0,0,5,0,89,19,0,5,0,64,3,1,308,17
229,3,106,227,77,0,3,150,32,38,0,4,1,0,1,0,7,6,77,132,0,0,0,0,8,0,64,18,0,7,0,38,4,0,319,12
230,4,95,261,59,0,5,173,26,28,0,2,6,0,2,1,2,3,62,107,0,0,0,0,5,0,79,18,0,10,0,51,2,2,314,7
231,2,94,264,66,0,5,174,28,19,0,1,4,0,2,1,1,5,73,104,0,0,0,0,10,0,65,7,0,5,0,48,7,0,246,13
232,3,100,264,76,0,4,205,36,56,0,3,1,0,2,1,2,3,60,143,0,0,0,0,6,0,74,15,0,8,0,57,8,3,325,12
233,2,77,214,91,0,7,176,47,34,0,4,0,0,2,1,2,3,71,158,0,0,0,0,0,0,77,17,0,4,0,44,8,0,299,11
234,3,116,240,95,0,2,151,45,41,0,3,4,0,0,2,1,3,74,140,0,0,0,1,11,0,77,22,0,3,0,54,7,0,275,12
235,0,101,239,78,0,9,159,25,38,0,4,1,0,2,2,1,7,73,127,0,0,0,0,6,0,71,16,0,12,0,46,6,0,275,10
236,1,94,261,89,0,6,139,30,44,0,3,0,0,0,0,3,5,71,153,0,0,0,0,9,0,83,27,0,7,0,69,5,0,310,9
237,4,104,285,76,0,9,169,35,37,0,4,2,0,1,0,3,5,76,91,0,0,0,0,7,0,76,10,0,7,0,76,3,0,292,13
238,5,94,319,79,0,6,186,38,29,0,3,2,0,2,0,5,7,71,126,0,0,0,0,4,0,58,11,1,11,0,51,4,0,293,15
239,1,92,285,90,0,6,174,42,54,0,4,4,0,1,0,2,6,79,124,0,0,0,0,6,0,73,33,0,9,0,62,10,0,313,13
240,2,110,236,93,0,5,151,24,44,0,5,1,0,1,0,1,1,72,134,0,0,0,0,7,0,79,18,0,6,0,52,7,2,350,9
241,1,106,270,70,0,4,166,36,58,0,2,3,0,1,1,2,4,77,153,0,0,0,0,6,0,85,27,0,5,0,49,9,0,300,19
242,3,90,247,82,0,9,165,36,39,0,4,2,0,1,1,2,4,75,152,0,0,0,0,4,0,82,12,0,5,0,43,4,0,349,16
243,4,78,228,78,0,5,171,42,55,0,5,3,0,1,0,4,3,74,240,0,0,0,0,8,0,73,13,0,5,1,59,2,0,314,7
244,4,83,295,74,0,7,173,38,69,0,4,5,0,2,0,4,4,78,89,0,0,0,0,25,0,119,18,0,4,0,66,15,1,386,18
245,4,96,300,66,0,9,181,32,22,0,3,0,0,3,1,5,2,84,91,0,0,0,0,8,0,75,4,0,5,0,47,4,1,272,10
246,7,100,315,71,0,4,140,28,22,0,3,1,0,2,1,5,1,61,190,0,0,0,0,4,0,74,12,0,4,0,57,5,0,250,10
247,0,94,237,73,0,8,133,41,58,0,6,0,0,0,1,2,6,88,159,0,0,0,0,7,0,77,17,0,7,0,63,3,1,303,17
248,2,90,211,63,0,4,119,38,49,0,7,2,0,0,1,0,7,77,143,0,0,0,1,4,0,90,19,0,3,0,48,7,1,309,13
249,6,99,242,82,0,4,131,45,36,0,1,2,0,4,0,4,3,86,179,0,0,0,0,8,0,61,24,0,9,0,56,8,0,323,10
250,0,114,290,116,0,6,153,55,61,0,6,4,0,3,1,3,3,73,145,0,0,0,1,8,0,80,28,0,4,0,59,4,1,337,15
251,2,114,368,96,0,3,194,39,41,0,6,5,0,0,1,4,7,86,100,0,0,0,0,7,0,66,20,0,3,0,74,4,0,324,10
252,1,102,279,66,0,4,204,30,27,0,0,2,0,0,1,7,4,94,114,0,0,0,0,2,1,48,7,0,4,0,48,6,2,259,9
253,2,75,226,95,0,3,173,41,53,0,7,5,0,0,0,0,2,65,114,0,0,0,0,5,0,80,18,0,7,0,73,4,1,318,15
254,3,145,306,85,0,3,136,32,32,0,2,3,0,3,1,7,2,70,92,0,0,0,0,4,0,82,7,0,36,0,54,7,0,249,13
255,3,108,248,79,0,4,144,38,41,0,3,1,0,1,0,4,3,69,106,0,0,0,0,9,0,79,11,0,31,0,57,6,0,276,22
256,4,84,234,82,0,5,163,33,37,0,1,0,0,1,1,5,3,75,98,0,0,0,0,3,0,56,11,0,28,0,49,8,0,279,14
257,0,99,253,90,0,4,193,44,35,0,0,6,0,0,2,4,1,78,97,0,0,0,0,9,0,69,9,0,27,0,54,4,0,311,14
258,4,100,306,72,0,3,175,38,40,0,2,2,0,3,1,0,10,89,125,0,0,0,0,6,0,91,12,0,21,0,81,5,0,302,13
259,1,94,306,57,0,4,166,34,20,0,3,2,0,1,1,6,3,87,101,0,0,0,0,6,0,76,7,0,6,0,71,0,0,273,15
260,2,91,237,77,0,3,117,46,41,0,2,1,0,1,2,4,2,98,92,0,0,0,0,6,0,59,11,0,18,0,59,5,0,263,10
261,0,98,256,74,0,8,125,57,46,0,1,3,0,0,0,1,4,71,123,0,0,0,0,5,0,66,11,0,15,0,47,5,1,260,9
262,3,86,215,85,0,1,121,36,36,0,3,0,0,1,0,4,5,81,131,0,0,0,0,5,0,71,20,0,21,0,45,4,0,301,14
263,2,98,247,90,0,7,124,45,45,0,1,1,0,0,0,0,0,88,115,0,0,0,0,4,0,101,17,1,15,0,42,3,0,309,12
264,0,91,284,94,0,5,172,44,42,0,5,1,0,2,3,4,10,98,121,0,0,0,0,7,0,89,11,0,15,0,64,4,2,324,8
265,3,84,307,64,0,8,180,32,33,0,6,1,0,4,0,3,10,95,119,0,0,0,0,3,0,97,14,0,5,0,66,3,0,286,12
266,5,81,264,72,0,6,170,39,24,0,3,4,0,0,1,2,6,102,97,0,0,0,0,4,0,53,8,0,10,0,65,5,0,240,5
267,1,87,191,78,0,5,138,31,42,0,4,3,0,1,0,1,6,94,117,0,0,0,0,2,0,90,16,0,15,0,55,4,0,286,16
268,3,86,211,79,0,2,128,42,52,0,5,4,0,1,1,0,2,74,149,0,0,0,0,4,0,90,18,0,5,0,52,9,0,284,9
269,2,82,251,79,0,6,146,43,38,0,4,2,0,2,3,1,7,79,156,0,0,0,0,4,0,81,14,0,13,0,59,0,0,306,15
270,1,111,277,92,0,3,137,48,44,0,3,2,0,1,0,2,7,97,139,0,0,0,0,2,0,62,18,0,11,0,49,3,0,327,14
271,2,97,256,108,0,5,187,35,50,0,5,3,0,3,1,4,3,93,115,0,0,0,0,2,0,85,12,0,15,0,68,5,0,298,10
272,5,77,295,75,0,1,197,32,24,0,3,3,0,0,2,0,4,92,118,0,0,0,0,4,0,63,15,0,6,0,64,4,0,287,12
273,0,93,305,59,0,6,175,40,24,0,5,3,0,2,1,5,4,92,132,0,0,0,0,5,0,61,14,0,11,0,65,7,0,231,6
274,2,108,261,86,0,8,142,38,69,0,8,2,0,2,1,1,6,84,185,0,0,0,0,12,0,131,9,0,20,0,74,16,0,426,15
275,2,96,294,71,0,7,141,49,45,0,6,1,0,0,1,0,7,75,158,0,0,0,0,3,0,74,22,0,9,0,60,6,0,263,21
276,1,97,279,98,0,6,147,53,57,0,5,7,0,0,5,0,3,94,158,0,0,0,0,4,0,73,17,0,11,0,60,6,1,299,14
277,2,87,236,94,0,4,127,43,37,0,2,3,0,0,2,1,3,89,152,0,0,0,0,4,0,65,21,0,7,0,58,5,1,277,16
278,2,100,215,77,0,3,150,38,47,0,2,1,0,1,0,5,6,105,158,0,0,0,0,7,0,62,18,0,14,0,70,13,0,317,13
279,7,75,286,68,0,2,210,42,35,0,5,2,0,2,0,2,0,99,89,0,0,0,0,1,0,59,13,0,9,0,74,4,1,269,12
280,1,78,268,69,0,3,189,30,18,0,2,4,0,1,0,6,3,99,73,0,0,0,0,2,0,66,10,0,5,0,69,1,3,240,3
281,7,62,256,94,0,5,157,43,40,0,5,1,0,0,0,2,6,109,117,0,0,0,0,4,0,64,22,0,12,0,45,5,0,306,19
282,6,79,279,102,0,7,159,37,46,0,2,2,0,1,1,2,7,90,138,0,0,0,0,8,0,63,22,0,9,0,55,7,1,320,19
283,3,99,237,92,0,6,151,43,45,0,2,2,0,0,0,3,3,100,114,0,0,0,0,5,0,73,16,0,17,0,51,6,1,299,12
284,1,76,265,96,0,5,141,42,44,0,5,2,0,0,1,1,2,95,139,0,0,0,0,5,0,73,21,0,8,0,79,3,0,280,13
285,4,91,246,102,0,5,176,47,48,0,3,1,0,1,1,4,7,116,117,0,0,0,0,6,0,75,9,0,16,0,60,5,1,323,13
286,2,79,247,71,0,6,181,32,21,0,1,3,0,1,1,3,5,108,80,0,0,0,1,5,0,54,9,0,12,0,50,6,0,269,9
287,2,69,253,75,0,4,145,31,16,0,2,1,0,1,1,1,1,102,101,0,0,0,0,5,0,59,10,0,11,0,66,3,0,233,4
288,2,81,222,109,0,2,142,23,54,0,1,6,0,0,0,1,4,85,106,0,0,0,0,2,0,90,14,0,10,0,57,6,0,338,11
289,3,90,222,85,0,1,138,39,37,0,3,1,0,0,2,0,5,77,125,0,0,0,0,1,0,97,17,0,5,0,67,7,0,277,13
290,4,93,240,83,0,5,156,35,32,0,4,2,0,1,3,2,4,109,137,0,0,0,0,8,0,82,17,0,12,0,52,6,0,275,14
291,4,88,258,94,0,3,166,36,61,0,1,2,0,0,3,3,4,102,117,0,0,0,0,6,0,62,23,0,14,0,46,5,1,293,12
292,3,86,281,88,0,6,172,43,50,0,3,1,0,1,0,3,3,101,129,0,0,0,0,6,0,73,15,0,13,0,60,8,0,329,18
293,6,96,316,82,0,8,200,40,38,0,6,4,0,2,0,1,5,94,105,0,0,0,0,5,0,80,16,0,12,0,65,4,1,312,17
294,1,82,338,56,0,7,197,23,23,0,3,3,0,0,0,3,4,92,104,0,0,0,0,2,0,56,18,0,10,0,55,4,0,264,19
295,4,87,271,80,0,5,160,28,49,0,1,3,0,0,0,2,3,80,104,0,0,0,0,2,0,66,14,0,8,0,57,9,0,267,10
296,3,95,256,85,0,9,149,39,44,0,4,1,0,1,2,1,5,93,138,0,0,0,0,5,0,76,21,0,8,0,68,5,0,277,9
297,2,72,237,97,0,2,127,36,51,0,1,2,0,1,0,1,4,74,139,0,0,0,0,2,0,59,16,0,7,0,65,3,0,266,7
298,2,79,190,98,0,4,146,25,46,0,0,1,0,1,1,0,3,83,180,0,0,0,0,5,0,64,6,1,8,0,45,8,1,266,16
299,2,80,253,88,0,2,164,35,49,0,0,1,0,0,0,3,3,105,151,0,0,0,0,7,0,70,13,0,4,0,51,5,1,306,16
300,3,51,259,79,0,3,200,36,28,0,3,1,0,0,0,2,4,83,170,0,0,0,0,3,0,60,14,0,10,0,59,5,0,284,15
301,6,79,262,67,0,6,189,26,27,0,3,3,0,3,0,4,3,88,107,0,0,0,0,4,0,83,12,0,10,0,85,1,1,240,11
302,5,88,236,108,0,5,141,31,43,0,5,2,0,0,2,0,3,77,140,0,0,0,0,4,0,62,9,0,4,0,40,2,0,317,19
303,3,85,233,87,0,4,177,43,40,0,1,2,0,0,0,2,2,107,167,0,0,0,0,5,0,72,12,0,6,0,50,5,0,275,16
304,5,93,315,83,0,5,289,36,44,0,0,4,0,1,1,0,5,84,119,0,0,0,0,3,0,78,17,0,12,0,64,7,0,291,21
305,1,114,272,83,0,10,206,43,93,0,0,1,0,0,1,4,3,92,170,0,0,0,1,15,0,107,20,0,8,0,78,18,1,383,12
306,5,106,287,81,0,8,205,42,44,0,6,1,0,2,0,2,5,75,146,0,0,0,0,4,0,79,13,0,8,0,50,8,2,263,18
307,3,84,267,73,0,9,178,38,21,0,4,1,0,3,2,2,2,82,150,0,0,0,0,8,0,78,14,0,8,0,55,3,1,251,17
308,3,56,297,70,0,6,186,29,27,0,3,1,0,2,1,3,3,77,99,0,0,0,0,6,0,59,10,0,3,0,63,7,0,237,11
309,0,94,233,84,0,3,141,42,62,0,5,2,0,1,0,0,4,82,136,0,0,0,0,2,0,84,18,0,8,0,41,4,0,254,15
310,2,91,253,101,0,2,114,38,37,0,4,1,0,2,1,1,2,67,176,0,0,0,0,3,0,97,25,0,6,0,45,2,2,253,13
311,1,93,263,94,0,6,151,31,38,0,3,3,0,1,0,4,3,80,168,0,0,0,0,6,0,67,19,0,1,0,45,11,0,266,13
312,1,93,208,72,0,4,164,38,37,0,1,1,0,5,2,2,4,65,161,0,0,0,0,5,0,78,17,0,4,0,57,8,2,258,18
313,2,66,205,74,0,4,177,35,51,0,5,2,0,0,0,2,7,81,135,0,0,0,1,2,0,74,15,0,4,0,51,4,0,270,11
314,2,67,240,77,0,5,175,29,30,0,3,3,0,0,0,3,4,84,146,0,0,0,0,4,0,92,18,0,9,0,53,8,0,287,9
315,0,63,259,52,0,5,177,35,34,0,4,4,0,6,1,0,6,90,119,0,0,0,0,4,0,90,20,0,7,0,44,3,0,235,16
316,2,78,194,81,0,2,140,41,36,0,2,3,0,1,0,0,6,68,158,0,0,0,0,3,0,88,22,0,4,0,43,3,2,259,11
317,0,67,224,77,0,2,146,52,43,0,0,2,0,1,1,5,8,86,167,0,0,0,0,3,0,98,23,0,8,0,54,5,0,254,13
318,4,71,209,94,0,3,133,35,48,0,3,5,0,2,1,2,5,78,146,0,0,0,0,3,0,63,37,0,9,0,50,4,1,296,9
319,1,86,222,88,0,6,140,41,53,0,3,3,0,1,2,1,5,77,145,0,0,0,0,3,0,111,17,0,7,0,45,4,1,276,16
320,2,87,257,94,0,3,165,33,41,0,0,1,0,2,3,3,7,81,166,0,0,0,0,6,0,73,19,0,6,0,40,4,0,299,27
321,8,71,296,64,0,3,184,36,30,0,2,6,0,2,0,3,8,79,108,0,0,0,0,7,0,70,7,0,7,0,56,3,0,277,17
322,1,75,293,68,0,4,173,32,26,0,4,3,0,2,0,5,4,93,126,0,0,0,0,13,0,59,16,0,4,0,49,1,0,210,15
323,3,79,195,87,0,3,145,40,37,0,4,0,0,1,2,1,3,68,198,0,0,0,0,3,0,68,12,0,4,0,47,5,1,256,12
324,2,81,207,69,0,3,137,46,35,0,5,3,0,3,1,2,3,79,155,0,0,0,0,8,0,84,41,0,2,0,54,5,1,263,13
325,2,84,214,103,0,3,157,38,45,0,1,0,0,2,0,1,2,68,146,0,0,0,0,5,0,66,12,0,11,0,43,4,0,281,19
326,1,63,251,69,0,2,156,11,11,0,0,0,0,0,1,5,3,59,103,0,0,0,0,6,0,47,11,0,1,0,44,4,0,159,5
327,3,77,206,77,0,6,156,31,38,0,3,3,0,1,0,4,7,82,180,0,0,0,0,8,0,57,16,0,7,0,60,5,0,246,12
328,3,82,258,88,0,6,172,42,24,0,3,2,0,1,0,5,5,98,123,0,0,0,0,5,0,84,78,0,0,0,59,2,0,243,13
329,2,64,193,64,0,2,163,36,22,0,1,4,0,2,0,4,3,80,117,0,0,0,0,4,0,71,11,0,4,0,79,2,1,211,12
330,2,80,232,105,0,4,139,31,42,0,3,3,0,0,0,3,4,86,122,0,0,0,0,4,0,71,16,1,4,0,48,4,0,295,14
331,3,82,209,79,0,8,123,46,39,0,2,0,0,1,0,1,1,90,132,0,0,0,1,7,0,73,17,0,9,0,43,7,1,279,16
332,1,85,209,106,0,4,129,36,47,0,2,1,0,1,0,0,6,81,139,0,0,0,0,2,0,76,18,0,8,0,55,5,1,306,16
333,4,66,215,88,0,4,124,34,44,0,1,1,0,0,0,1,2,68,157,0,0,0,0,3,0,60,15,0,8,0,63,9,0,286,9
334,1,89,230,82,0,6,142,31,43,0,0,4,0,2,0,5,7,82,156,0,0,0,0,6,0,71,15,0,5,0,81,8,0,290,11
335,2,52,250,45,0,6,169,33,70,0,5,3,0,1,0,3,3,70,166,0,0,0,0,11,0,104,20,0,4,0,48,14,0,345,11
336,3,71,237,49,0,6,167,28,28,0,1,5,0,0,0,3,5,73,121,0,0,0,0,4,0,75,14,0,8,0,54,3,0,212,7
337,3,87,226,93,0,3,144,38,51,0,1,1,0,1,1,5,3,66,132,0,0,0,0,5,0,66,8,0,8,0,68,5,2,245,18
338,0,97,238,81,0,8,162,39,51,0,3,1,0,1,1,3,5,80,180,0,0,0,0,8,0,80,22,0,10,0,56,6,0,236,10
339,2,98,251,72,0,4,144,48,38,0,3,3,0,2,2,2,3,80,145,0,0,0,0,4,0,73,25,0,10,0,51,8,0,255,12
340,2,91,237,64,0,3,145,39,39,0,3,0,0,2,0,1,7,68,165,0,0,0,0,7,0,65,20,0,6,0,58,6,0,269,16
341,1,72,268,88,0,4,141,43,50,0,3,1,0,0,1,3,4,78,229,0,0,0,0,10,0,67,30,0,6,0,61,7,1,286,22
342,5,57,229,54,0,2,149,27,37,0,2,1,0,1,2,4,2,75,134,0,0,0,0,6,0,69,20,0,6,0,66,5,0,293,12
343,7,57,235,44,0,5,129,36,28,0,1,2,0,0,1,2,5,78,133,0,0,0,0,4,0,45,23,0,3,0,45,3,1,199,10
344,5,82,188,60,0,4,148,45,48,0,4,1,0,0,0,1,4,66,160,0,0,0,0,3,0,86,14,0,5,1,51,3,1,283,14
345,2,66,222,88,0,2,135,35,47,0,4,1,0,1,2,1,7,76,175,0,0,0,0,3,0,71,11,0,3,0,49,8,1,248,14
346,0,79,222,77,0,4,132,31,68,0,0,0,0,0,2,1,1,67,203,0,0,0,0,7,0,53,10,0,2,0,57,7,1,270,11
347,4,75,239,79,0,2,135,34,62,0,2,3,0,2,1,2,4,86,150,0,0,0,0,3,0,69,21,0,6,0,54,6,0,282,14
348,3,92,269,75,0,6,168,34,59,0,3,0,0,2,2,3,7,71,133,0,0,0,0,5,0,59,14,0,8,0,71,5,1,269,11
349,1,62,223,59,0,3,142,34,40,0,3,3,0,0,0,1,1,85,206,0,0,0,0,7,0,61,14,0,2,0,61,3,1,264,14
350,2,64,245,49,0,2,136,19,23,0,1,1,0,1,0,1,1,75,132,0,0,0,0,3,0,63,14,0,1,0,46,3,1,224,7
351,0,70,231,89,0,5,115,32,41,0,1,2,0,2,0,0,3,58,156,0,0,0,0,5,0,73,12,0,10,0,67,4,0,264,13
352,5,81,219,83,0,3,111,27,50,0,3,2,0,3,2,3,4,75,139,0,0,0,0,5,0,66,16,0,11,0,50,8,2,269,14
353,1,80,203,86,0,5,125,29,55,0,0,0,0,1,0,2,2,80,137,0,0,0,0,8,0,69,18,0,4,0,48,3,1,265,12
354,3,66,178,92,0,2,129,39,49,0,1,5,0,0,0,2,4,67,138,0,0,0,0,5,0,49,16,0,4,0,52,5,2,252,14
355,1,71,210,86,0,1,142,25,49,0,3,0,0,0,0,8,8,74,123,0,0,0,0,5,0,67,13,0,3,0,62,4,0,280,8
356,2,58,236,77,0,4,168,37,34,0,2,2,0,0,0,4,2,83,112,0,0,0,0,3,0,63,12,0,2,0,63,3,0,218,2
357,1,56,203,72,0,5,143,32,23,0,0,1,0,1,1,3,1,86,115,0,0,0,0,7,0,69,9,0,4,0,58,1,0,198,9
358,3,40,145,72,0,1,121,15,39,0,0,2,0,0,0,3,0,65,103,0,0,0,0,4,0,50,4,0,4,0,39,6,0,189,4
359,6,34,186,55,0,2,97,9,10,0,0,0,0,0,2,10,0,41,28,0,0,0,0,7,0,51,4,0,3,0,28,2,1,112,3
360,0,41,140,52,0,3,99,22,28,0,0,1,0,1,0,1,1,60,106,0,0,0,0,6,0,64,16,0,6,0,33,2,0,205,5
361,3,52,167,62,0,6,113,21,31,0,0,0,0,1,1,1,2,74,194,0,0,0,0,2,0,54,20,0,4,0,48,2,0,195,8
362,3,65,170,52,0,6,121,32,28,0,0,4,0,1,2,7,5,63,146,0,0,0,0,7,0,72,11,0,7,0,42,4,1,228,7
363,1,58,213,45,0,1,110,43,25,0,1,0,0,2,0,2,1,75,131,0,0,0,0,5,0,58,7,0,5,0,48,6,0,219,12
364,3,48,192,46,0,4,120,36,16,0,0,3,0,0,0,2,1,70,103,0,0,0,0,5,0,69,9,0,6,0,40,1,0,167,8
365,1,56,180,67,0,4,196,18,40,0,0,1,0,0,0,2,0,58,43,0,0,0,0,7,0,64,2,0,3,0,62,1,0,226,13
366,3,84,345,51,0,41,209,31,67,0,2,1,0,0,0,4,3,69,109,0,0,0,0,124,0,157,6,0,5,0,51,37,0,425,36
367,1,59,150,64,0,8,126,39,54,0,1,1,0,1,1,2,1,76,148,0,0,0,0,7,0,87,14,0,9,0,52,2,0,278,7
368,0,67,166,74,0,3,131,29,40,0,1,5,0,1,1,2,2,56,161,0,0,0,0,5,0,75,11,0,4,0,58,3,0,218,5
369,3,63,187,76,0,5,146,33,44,0,0,2,0,1,2,7,0,69,144,0,0,0,0,2,0,87,14,0,7,0,37,3,0,210,9
370,3,51,205,55,0,3,168,25,35,0,0,3,0,0,0,2,0,58,105,0,0,0,0,4,0,81,23,0,10,0,53,2,0,211,7
