date,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
3932,2,71,182,93,0,4,99,29,42,0,3,1,0,1,1,0,1,64,88,0,0,0,0,3,0,56,8,0,14,0,41,4,0,236,12
3933,1,52,206,81,0,5,107,24,36,0,1,3,0,5,0,0,3,43,95,0,0,0,0,3,0,31,6,0,12,0,53,3,0,225,20
3934,4,68,203,59,0,8,123,21,26,0,4,1,0,1,1,4,0,47,70,0,0,0,0,9,0,51,1,0,9,0,54,4,1,218,16
3935,1,51,138,71,0,6,95,27,36,0,2,1,0,2,0,0,0,39,92,0,0,0,0,6,0,60,3,0,11,0,39,2,2,201,11
3936,1,63,163,83,0,6,86,20,53,0,4,2,0,3,0,1,2,45,122,0,0,0,0,6,0,58,10,0,17,0,57,2,1,206,14
3937,2,69,158,87,0,0,100,24,44,0,2,0,0,6,0,1,3,48,133,0,0,0,0,12,0,64,11,0,3,0,45,2,1,236,15
3938,1,47,116,79,0,4,95,19,34,0,1,1,0,3,4,0,2,35,94,0,0,0,0,5,0,46,10,0,3,0,35,2,0,186,6
3939,1,54,172,84,0,2,95,29,50,0,1,0,0,0,0,2,2,53,96,0,0,0,0,11,0,53,7,0,7,0,56,0,1,235,10
3940,2,42,183,73,0,9,107,23,34,0,3,2,0,1,0,2,2,39,87,0,0,0,0,10,0,36,3,0,12,0,49,4,0,228,11
3941,0,43,179,68,0,7,121,25,38,0,1,1,0,1,2,0,0,51,69,0,0,0,0,3,0,50,5,0,5,0,48,0,1,169,6
3942,2,33,150,94,0,2,84,22,40,0,2,1,0,5,0,1,1,38,102,0,0,0,0,3,0,66,1,0,5,0,37,1,0,217,11
3943,1,48,136,93,0,3,91,23,39,0,0,2,0,2,1,0,0,52,87,0,0,0,0,1,0,53,13,0,7,0,42,2,0,211,12
3944,1,60,109,101,0,1,95,26,31,0,1,2,0,1,1,0,1,60,85,0,0,0,1,3,0,51,5,0,4,0,43,3,1,184,8
3945,1,56,132,78,0,3,92,17,39,0,0,0,0,7,1,1,1,48,103,0,0,0,0,7,0,53,6,0,4,0,27,3,0,199,10
3946,4,51,148,103,0,2,118,34,41,0,1,1,0,5,0,2,3,48,100,0,0,0,0,9,0,41,9,1,8,0,36,3,1,228,12
3947,0,38,193,59,0,2,132,21,46,0,2,1,0,3,0,0,4,51,91,0,0,0,0,6,0,56,10,0,9,0,48,4,0,228,6
3948,0,59,204,62,0,11,124,24,53,0,2,3,0,0,2,1,2,43,95,0,0,0,0,4,0,59,9,0,11,0,38,1,0,224,10
3949,1,69,159,90,0,3,120,26,53,0,0,3,0,4,0,0,0,53,84,0,0,0,1,7,0,60,2,0,5,0,49,2,1,218,13
3950,0,79,157,101,0,7,95,27,30,0,1,3,0,5,0,4,1,49,98,0,0,0,0,8,0,66,9,0,7,0,58,5,1,237,12
3951,2,64,150,93,0,1,83,27,31,0,2,0,0,0,1,1,0,49,99,0,0,0,0,7,0,46,11,0,13,0,50,4,0,230,13
3952,1,53,143,78,0,2,96,33,35,0,2,2,0,6,0,0,2,56,131,0,0,0,0,3,0,57,17,0,8,0,47,3,1,170,10
3953,4,56,156,88,0,5,104,34,43,0,2,1,0,3,0,0,0,56,98,0,0,0,1,12,0,55,9,0,11,0,52,2,0,237,17
3954,3,50,188,66,0,4,129,25,29,0,1,1,0,5,0,0,2,35,93,0,0,0,0,7,1,37,4,0,7,0,38,1,1,207,14
3955,2,54,214,64,0,5,131,23,28,0,1,5,0,1,0,1,3,40,84,0,0,0,0,6,0,40,2,0,4,0,45,2,0,180,19
3956,0,52,190,90,0,6,151,26,31,0,1,1,0,1,1,0,2,47,82,0,0,0,0,3,0,57,0,0,18,0,45,3,1,211,17
3957,1,70,158,83,0,9,136,26,61,0,3,2,0,4,0,2,0,58,135,0,0,0,0,7,0,77,10,0,9,0,66,9,2,259,15
3958,0,66,142,82,0,6,88,29,37,0,1,3,0,5,0,2,3,47,148,0,0,0,1,2,0,43,10,0,10,0,44,6,0,189,10
3959,2,41,130,81,0,0,88,32,36,0,1,1,0,1,0,1,0,62,77,0,0,0,0,3,0,53,11,0,4,0,40,2,0,188,7
3960,1,52,173,82,0,1,99,16,46,0,3,1,0,3,0,1,1,49,138,0,0,0,0,5,0,58,8,1,13,0,39,4,2,188,21
3961,1,47,143,51,0,2,102,17,37,0,1,7,0,9,0,1,1,55,94,0,0,0,0,6,0,41,3,0,12,0,44,2,0,217,11
3962,1,56,189,62,0,9,113,14,29,0,2,3,0,5,1,0,1,42,114,0,0,0,0,3,0,55,1,0,4,0,44,3,0,176,14
3963,0,58,150,83,0,1,89,19,29,0,3,1,0,6,0,0,1,46,81,0,0,0,0,6,0,45,6,0,7,0,37,1,1,193,6
3964,0,41,127,84,0,2,82,15,34,0,0,0,0,1,0,1,1,50,89,0,0,0,0,3,0,63,8,0,7,0,49,2,1,205,6
3965,0,37,120,84,0,1,92,16,40,0,0,1,0,0,0,3,0,48,107,0,0,0,0,10,0,52,14,0,5,0,44,0,1,211,5
3966,2,46,120,78,0,6,85,20,38,0,0,3,0,2,0,2,3,53,84,0,0,0,0,0,0,56,4,0,4,0,40,2,1,208,8
3967,1,43,123,77,0,1,103,22,49,0,1,2,0,6,0,1,0,54,112,0,0,0,0,5,0,54,12,0,11,0,33,6,1,231,10
3968,0,53,175,64,0,4,112,27,32,0,1,0,0,8,1,1,1,55,96,0,0,0,0,7,0,52,7,0,6,0,40,3,0,236,17
3969,0,54,194,75,0,4,124,20,27,0,1,1,0,3,0,1,0,31,95,0,0,0,0,3,0,41,3,0,7,0,38,5,0,199,8
3970,1,62,150,90,0,2,118,25,36,0,0,0,0,1,1,2,1,61,92,0,0,0,0,3,0,55,3,0,3,0,42,1,0,206,8
3971,4,64,156,101,0,0,112,23,39,0,1,3,0,6,0,0,1,51,115,0,0,0,0,9,0,51,11,0,11,0,42,4,1,244,10
3972,3,54,146,73,0,0,85,21,42,0,0,1,0,1,2,1,0,47,104,0,0,0,0,3,0,57,3,0,9,0,32,4,0,190,6
3973,2,35,107,73,0,4,91,20,34,0,0,0,0,0,0,0,2,49,164,0,0,0,0,5,0,49,4,0,9,0,36,2,0,214,10
3974,1,42,123,72,0,4,100,22,39,0,1,0,0,4,0,1,3,60,101,0,0,0,0,9,0,48,6,0,7,0,36,3,0,237,11
3975,2,46,192,67,0,11,113,21,30,0,1,1,0,1,0,1,3,37,81,0,0,0,0,6,0,43,4,0,4,0,44,2,0,191,10
3976,3,45,174,56,0,5,119,25,28,0,0,0,0,0,1,1,2,57,84,0,0,0,0,8,0,59,2,0,8,0,45,1,1,188,4
3977,0,58,143,100,0,5,88,18,40,0,2,0,0,1,0,1,0,57,103,0,0,0,0,7,0,56,4,0,4,0,29,5,1,204,6
3978,1,47,124,86,0,3,62,24,41,0,0,0,0,1,0,0,0,54,82,0,0,0,0,4,0,60,15,0,4,0,45,0,0,189,10
3979,0,42,134,96,0,1,106,22,42,0,1,1,0,5,0,0,2,57,123,0,0,0,0,7,0,60,11,0,8,0,39,3,2,201,12
3980,3,34,144,75,0,4,107,11,11,0,1,1,0,1,0,1,0,26,48,0,0,0,0,9,0,61,5,0,2,0,24,1,0,138,4
3981,3,42,149,50,0,0,106,14,48,0,2,1,0,2,0,1,0,50,98,0,0,0,1,7,0,58,11,0,8,0,39,3,0,231,10
3982,1,46,147,60,0,7,114,21,28,0,1,0,0,6,0,0,2,50,79,0,0,0,1,3,0,43,5,0,7,0,38,2,0,210,7
3983,1,37,179,62,0,5,97,19,15,0,0,2,0,4,0,1,1,37,88,0,0,0,0,6,0,42,1,1,5,0,37,0,0,180,6
3984,0,46,125,80,0,5,75,19,39,0,0,1,0,3,3,1,1,52,97,0,0,0,0,3,1,65,3,0,8,0,50,3,1,208,9
3985,1,37,108,85,0,4,106,25,44,0,1,0,0,2,1,0,0,53,102,0,0,0,0,5,0,45,12,0,3,0,34,3,0,208,13
3986,2,54,118,81,0,3,78,19,42,0,0,1,0,2,0,0,2,61,108,0,0,0,0,3,0,45,7,0,9,0,45,3,1,200,10
3987,0,62,131,86,0,5,88,24,53,0,1,1,0,3,1,2,0,47,110,0,0,0,1,12,0,66,9,0,8,0,54,9,2,265,13
3988,1,45,152,81,0,5,103,22,51,0,2,0,0,2,0,0,2,44,124,0,0,0,0,10,0,54,10,0,11,0,52,4,0,210,15
3989,0,47,161,45,0,8,101,18,31,0,1,1,0,5,0,1,0,42,115,0,0,0,0,6,0,43,6,0,7,0,42,4,0,181,11
3990,1,67,184,58,0,5,97,23,27,0,0,4,0,3,2,0,0,40,63,0,0,0,0,5,0,41,9,0,6,0,56,1,0,179,13
3991,0,56,122,84,0,4,90,24,52,0,0,2,0,4,0,0,0,36,110,0,0,0,0,4,0,45,2,0,5,0,41,1,2,245,6
3992,0,50,139,70,0,5,96,24,33,0,1,0,0,4,0,4,0,57,99,0,0,0,0,8,0,56,6,0,6,0,30,1,0,174,12
3993,1,41,114,75,0,3,88,18,33,0,1,0,0,3,2,3,0,41,90,0,0,0,0,5,0,42,8,1,5,0,42,1,0,205,12
3994,1,45,136,81,0,3,79,14,33,0,0,1,0,3,1,2,0,45,107,0,0,0,0,5,0,37,7,0,5,0,41,1,0,176,7
3995,0,27,141,70,0,1,93,24,34,0,0,1,0,4,0,0,0,50,92,0,0,0,0,4,0,46,3,0,7,0,32,2,1,218,11
3996,5,35,156,64,0,5,94,26,28,0,0,2,0,5,0,3,1,57,90,0,0,0,0,6,0,40,8,0,6,0,36,1,0,204,10
3997,3,53,172,53,0,2,103,13,23,0,0,0,0,1,0,0,1,43,86,0,0,0,0,3,0,35,3,0,8,0,31,2,1,194,6
3998,2,46,156,87,0,2,90,21,48,0,0,1,0,3,1,1,1,35,97,0,0,0,0,6,0,58,1,0,11,0,40,1,1,200,13
3999,0,49,161,87,0,4,84,24,38,0,1,2,0,4,0,0,2,68,102,0,0,0,0,6,0,46,13,0,6,0,50,1,2,214,12
4000,2,64,146,88,0,2,83,20,25,0,0,0,0,3,1,0,2,62,91,0,0,0,0,9,0,54,12,0,9,0,32,4,0,196,5
4001,0,60,146,88,0,1,78,21,31,0,0,1,0,2,1,1,0,40,117,0,0,0,0,4,0,52,10,0,13,0,51,5,0,202,11
4002,1,52,136,82,0,4,82,19,59,0,0,0,0,2,0,1,0,54,116,0,0,0,0,9,0,45,5,0,10,0,42,6,0,218,7
4003,2,39,147,56,0,5,81,13,21,0,2,1,0,3,0,0,2,47,99,0,0,0,0,5,0,44,7,0,8,0,28,2,0,192,12
4004,1,43,169,53,0,4,105,11,30,0,1,1,0,2,0,1,2,42,83,0,0,0,0,6,0,29,3,0,5,0,41,3,2,186,9
4005,0,50,159,67,0,7,95,32,48,0,0,1,0,3,0,0,1,59,103,0,0,0,0,4,0,46,1,0,5,0,47,3,1,201,7
4006,1,58,134,87,0,1,82,28,40,0,0,0,0,3,1,1,0,56,127,0,0,0,0,6,0,56,10,0,10,0,46,0,0,223,10
4007,1,52,139,85,0,2,79,25,44,0,1,1,0,4,0,1,1,58,99,0,0,0,0,7,0,51,10,0,7,0,46,2,0,211,10
4008,1,42,139,78,0,4,73,28,41,0,1,1,0,2,0,0,1,53,91,0,0,0,0,11,0,32,8,0,4,0,48,3,0,200,19
4009,0,37,138,81,0,0,88,22,45,0,2,2,0,2,1,0,2,50,106,0,0,0,0,12,0,49,7,0,4,0,44,2,0,223,6
4010,2,41,147,65,0,2,100,6,28,0,0,3,0,3,0,2,1,38,44,0,0,0,0,15,0,34,4,0,2,0,32,1,0,160,4
4011,0,25,134,46,0,5,81,6,10,0,0,2,0,1,1,1,0,33,13,0,0,0,0,15,0,31,0,0,5,0,16,3,1,84,5
4012,1,40,107,58,0,4,82,19,20,0,1,0,0,1,0,0,1,42,102,0,0,0,0,5,0,43,1,0,10,0,35,2,0,134,5
4013,1,35,131,61,0,2,90,22,40,0,0,2,0,2,1,0,2,51,98,0,0,0,0,6,0,48,6,0,3,0,25,0,0,154,6
4014,4,32,128,72,0,1,93,27,37,0,0,1,0,3,0,0,2,50,105,0,0,0,0,5,0,48,8,0,4,0,36,1,2,182,11
4015,0,34,148,69,0,0,127,15,30,0,0,4,0,3,0,0,1,55,113,0,0,0,0,3,0,32,9,0,5,0,31,0,0,172,13
4016,3,45,131,66,0,5,98,12,49,0,0,1,0,0,0,0,1,58,84,0,0,0,0,6,0,59,5,0,4,0,42,3,0,214,12
4017,2,37,134,53,0,7,97,17,50,0,0,2,0,0,0,0,3,51,45,0,0,0,0,7,0,41,0,0,2,0,39,1,0,185,18
4018,1,48,264,39,0,47,158,15,146,0,0,0,0,2,0,0,2,45,77,0,0,0,0,104,0,89,2,0,6,0,42,54,0,335,45
4019,1,38,112,42,0,0,79,16,30,0,0,4,0,3,0,0,0,44,92,0,0,0,0,1,0,56,1,0,3,0,34,2,3,135,6
4020,1,45,115,69,0,5,81,14,48,0,0,1,0,2,0,1,2,49,100,0,0,0,0,6,0,47,10,0,3,0,29,2,1,169,8
4021,1,32,106,59,0,2,93,22,39,0,0,2,0,1,0,0,0,61,95,0,0,0,0,4,0,51,9,0,2,0,33,3,0,175,9
4022,2,42,138,58,0,1,80,19,35,0,0,2,0,5,0,0,0,60,98,0,0,0,0,5,0,59,9,0,2,0,51,3,0,193,9
4023,2,48,120,61,0,0,109,19,39,0,2,1,0,2,1,1,3,56,118,0,0,0,0,8,0,51,14,0,8,0,33,3,1,200,13
4024,1,32,167,47,0,4,102,18,27,0,0,3,0,2,0,1,1,40,95,0,0,0,1,7,0,45,4,1,11,0,40,2,0,198,13
4025,3,47,133,42,0,5,108,24,23,0,0,2,0,2,0,1,1,42,94,0,0,0,0,7,0,41,2,0,5,0,34,0,0,171,13
4026,3,31,139,75,0,1,78,27,35,0,0,4,0,1,0,2,0,54,112,0,0,0,0,2,0,59,5,0,5,0,36,4,0,204,6
4027,0,53,130,74,0,3,89,25,38,0,1,2,0,4,0,1,2,51,124,0,0,0,0,5,0,49,8,0,10,0,37,6,0,179,8
4028,1,50,136,74,0,4,85,21,31,0,1,2,0,1,2,1,4,45,112,0,0,0,0,7,0,45,14,0,5,0,37,0,1,200,7
4029,0,42,98,64,0,5,68,25,37,0,0,0,0,0,1,0,1,54,81,0,0,0,1,1,0,41,5,0,4,0,34,2,3,171,7
4030,0,39,115,52,0,1,54,25,28,0,0,1,0,0,1,1,5,48,108,0,0,0,0,11,0,36,4,0,4,0,26,1,1,184,7
4031,2,42,144,37,0,2,77,18,21,0,0,3,0,4,0,0,3,46,102,0,0,0,0,4,0,47,6,0,3,0,27,3,0,175,14
4032,1,34,171,55,0,1,78,14,33,0,0,0,0,4,0,0,3,42,94,0,0,0,0,5,0,39,1,0,2,0,32,4,2,151,6
4033,2,40,115,44,0,2,94,22,29,0,0,1,0,1,0,0,1,51,136,0,0,0,0,5,0,52,4,0,6,0,32,1,1,176,11
4034,3,40,131,89,0,1,84,25,37,0,0,1,0,1,0,1,1,39,81,0,0,0,1,1,0,50,10,0,9,0,35,4,1,187,12
4035,1,31,113,58,0,1,75,15,45,0,1,0,0,0,0,1,3,47,109,0,0,0,0,6,0,45,8,0,8,0,27,3,1,187,6
4036,0,33,122,51,0,3,61,20,32,0,0,1,0,6,2,0,0,39,93,0,0,0,0,4,0,49,5,0,5,0,20,0,3,192,7
4037,0,32,105,61,0,1,60,20,32,0,0,3,0,3,0,1,1,32,73,0,0,0,0,7,0,33,1,0,6,0,34,3,0,168,9
4038,0,35,134,33,0,5,72,27,27,0,1,2,0,4,0,0,4,37,98,0,0,0,0,5,0,37,3,0,7,0,28,2,0,149,7
4039,0,25,144,48,0,1,87,12,14,0,1,1,0,0,0,0,1,31,96,0,0,0,0,2,0,43,4,0,3,0,29,3,1,131,5
4040,2,34,140,65,0,3,85,17,39,0,0,6,0,2,0,0,0,49,107,0,0,0,0,3,0,53,1,0,5,0,30,4,2,181,6
4041,2,44,163,61,0,2,83,27,36,0,0,1,0,2,0,0,1,52,110,0,0,0,0,7,0,53,11,0,8,0,33,4,0,186,12
4042,0,54,143,63,0,4,72,35,48,0,0,0,0,2,0,0,2,50,126,0,0,0,0,9,0,63,9,0,10,0,40,2,0,215,15
4043,2,55,138,69,0,5,96,29,30,0,0,0,0,5,1,0,3,48,106,0,0,0,1,3,0,57,12,0,12,0,28,0,2,216,6
4044,0,54,143,60,0,3,96,22,43,0,1,0,0,4,0,2,1,52,136,0,0,0,0,8,0,52,14,0,10,0,30,6,0,191,4
4045,0,41,146,33,0,4,99,24,18,0,0,0,0,5,1,1,2,46,132,0,0,0,0,5,0,35,8,0,3,0,27,6,0,160,12
4046,2,34,178,47,0,4,95,13,24,0,0,0,0,4,0,0,1,33,119,0,0,0,0,5,0,48,1,0,2,0,22,5,0,169,7
4047,0,56,146,66,0,5,72,24,34,0,1,0,0,4,0,1,0,45,127,0,0,0,0,4,0,54,2,0,12,0,27,3,0,178,7
4048,6,63,160,61,0,3,90,28,39,0,0,0,0,4,1,1,2,52,120,0,0,0,0,3,0,59,7,1,10,0,44,3,1,187,20
4049,1,52,141,51,0,4,77,36,71,0,0,1,0,3,0,3,2,53,150,0,0,0,0,8,0,80,9,0,5,0,34,4,2,236,17
4050,0,56,148,51,0,4,84,19,37,0,1,1,0,1,1,0,3,35,142,0,0,0,0,3,0,64,9,0,4,0,27,2,1,175,12
4051,2,39,112,48,0,0,106,26,54,0,0,0,0,4,0,0,2,41,147,0,0,0,0,6,0,67,7,0,7,0,21,1,0,195,12
4052,0,48,153,39,0,2,91,21,37,0,3,0,0,7,0,0,5,32,130,0,0,0,1,5,0,52,7,0,6,0,30,4,0,169,6
4053,0,36,154,29,0,7,86,23,23,0,0,0,0,7,0,1,2,48,95,0,0,0,0,9,0,61,3,0,6,0,27,2,0,116,8
4054,1,40,108,55,0,2,67,26,37,0,0,1,0,4,0,0,1,42,111,0,0,0,0,6,0,57,2,0,3,0,20,1,0,169,12
4055,0,46,118,44,0,3,79,24,69,0,0,0,0,5,1,1,1,38,131,0,0,0,0,4,0,63,11,0,4,0,18,2,2,190,4
4056,1,53,127,51,0,1,64,23,25,0,1,1,0,2,0,2,2,38,137,0,0,0,0,8,0,54,10,0,2,0,17,2,0,182,8
4057,1,36,134,53,0,2,73,15,29,0,1,0,0,5,0,0,2,39,142,0,0,0,0,8,0,61,4,0,7,0,26,3,1,177,9
4058,0,48,99,52,0,3,86,25,32,0,0,1,0,1,1,1,0,35,125,0,0,0,0,5,0,56,3,1,7,0,23,2,0,160,9
4059,0,42,116,35,0,4,81,21,29,0,1,2,0,0,0,0,0,35,114,0,0,0,0,10,0,36,3,0,5,0,20,4,0,143,11
4060,0,38,138,37,0,4,68,20,17,0,0,1,0,4,0,0,1,46,113,0,0,0,0,5,0,40,4,0,12,0,22,2,0,137,7
4061,0,39,103,46,0,2,59,26,36,0,0,0,0,2,1,1,1,50,116,0,0,0,0,1,0,45,2,0,7,0,19,2,0,163,8
4062,0,53,114,53,0,5,65,20,37,0,0,0,0,1,3,1,1,30,123,0,0,0,0,6,0,43,10,0,3,0,28,2,2,170,6
4063,0,61,145,65,0,4,99,26,43,0,0,0,0,4,1,0,4,38,132,0,0,0,0,3,0,65,11,0,11,0,21,3,2,182,7
4064,2,46,138,55,0,3,76,22,26,0,1,0,0,6,0,0,1,43,146,0,0,0,0,6,0,53,8,0,13,0,19,2,1,193,9
4065,1,52,184,53,0,5,96,35,47,0,1,1,0,5,0,0,3,44,150,0,0,0,0,11,0,56,5,0,13,0,22,3,1,185,13
4066,1,34,151,43,0,10,91,20,20,0,0,1,0,3,0,0,3,27,115,0,0,0,0,6,0,44,8,0,7,0,23,0,0,151,5
4067,1,32,193,36,0,1,96,25,17,0,2,6,0,6,0,0,3,42,105,0,0,0,0,6,0,51,3,0,10,0,23,2,0,114,11
4068,1,27,104,33,0,1,62,25,33,0,1,1,0,0,0,0,1,32,144,0,0,0,0,3,0,51,2,0,10,0,24,5,0,146,10
4069,0,49,142,62,0,5,95,21,35,0,0,0,0,5,1,0,0,46,112,0,0,0,0,5,0,49,13,0,7,0,27,1,0,169,6
4070,1,50,145,51,0,4,93,35,38,0,0,1,0,2,0,3,1,46,124,0,0,0,0,5,0,55,8,0,9,0,28,2,1,186,9
4071,4,44,148,55,0,5,76,19,35,0,0,1,0,2,1,0,1,43,101,0,0,0,0,6,0,54,18,0,8,0,16,1,0,170,10
4072,1,56,129,40,0,3,71,28,45,0,0,3,0,3,0,0,2,33,105,0,0,0,0,4,0,44,5,0,3,0,30,1,1,167,10
4073,1,47,125,42,0,3,88,25,31,0,0,1,0,6,1,0,5,36,113,0,0,0,0,4,0,37,5,0,5,0,17,3,0,185,12
4074,1,42,166,41,0,2,79,18,19,0,2,1,0,3,0,0,0,26,91,0,0,0,0,9,0,63,1,0,4,0,22,0,1,125,10
4075,1,51,126,58,0,5,88,18,23,0,1,1,0,6,0,0,2,46,110,0,0,0,0,6,0,45,1,0,5,0,24,5,0,187,8
4076,1,56,135,62,0,4,87,24,27,0,1,1,0,5,0,1,1,43,129,0,0,0,0,7,0,69,13,0,10,0,32,1,2,172,10
4077,1,51,165,58,0,5,67,32,33,0,1,2,0,3,0,0,2,44,128,0,0,0,0,1,0,33,13,0,14,0,36,2,0,173,11
4078,1,46,141,63,0,7,89,21,84,0,0,1,0,3,0,0,2,44,127,0,0,0,0,14,0,87,11,0,10,0,24,11,3,247,5
4079,0,47,131,77,0,3,78,34,40,0,0,3,0,2,0,1,3,52,113,0,0,0,0,11,0,52,5,0,9,0,24,6,0,184,6
4080,3,63,132,36,0,3,90,17,33,0,0,0,0,3,1,0,2,34,102,0,0,0,0,8,0,44,9,0,3,0,27,3,0,161,5
4081,1,35,179,26,0,7,105,13,11,0,0,1,0,4,0,2,3,34,118,0,0,0,0,6,0,42,3,0,6,0,27,4,2,120,8
4082,1,48,114,40,0,3,78,25,32,0,0,0,0,0,0,0,0,36,126,0,0,0,0,2,0,47,3,0,5,0,30,3,1,159,11
4083,2,60,180,50,0,3,102,28,38,0,2,3,0,5,0,0,2,37,133,0,0,0,1,4,0,45,11,0,13,0,33,3,0,170,13
4084,4,59,190,44,0,0,97,23,29,0,0,0,0,2,1,0,0,38,127,0,0,0,0,5,0,56,17,0,20,0,29,1,2,189,17
4085,1,64,152,62,0,2,114,23,30,0,1,1,0,0,0,0,3,47,127,0,0,0,0,8,0,53,9,0,13,0,23,5,0,170,14
4086,2,60,166,60,0,1,103,25,43,0,1,1,0,4,1,0,3,56,130,0,0,0,0,10,0,31,8,0,12,0,26,3,0,202,10
4087,3,47,169,36,0,1,123,12,43,0,0,2,0,4,1,0,1,36,128,0,0,0,0,5,0,40,8,0,7,0,32,2,0,177,13
4088,0,58,209,33,0,2,120,15,25,0,0,1,0,4,0,0,2,43,69,0,0,0,0,6,0,29,0,0,3,0,24,1,1,153,6
4089,3,75,153,55,0,1,99,25,37,0,2,3,0,7,1,0,1,46,130,0,0,0,0,8,0,44,2,0,13,0,23,4,0,170,9
4090,0,61,157,44,0,4,108,21,31,0,2,0,0,5,0,1,5,43,123,0,0,0,0,9,0,52,18,0,16,0,25,5,2,183,11
4091,2,62,183,65,0,0,69,37,22,0,4,2,0,5,2,0,4,36,127,0,0,0,0,4,0,56,16,0,13,0,27,3,1,173,17
4092,0,76,187,57,0,4,118,24,33,0,3,1,0,2,1,0,2,58,98,0,0,0,0,12,0,60,12,0,7,0,24,8,0,202,11
4093,0,61,174,55,0,5,114,13,35,0,2,0,0,2,0,1,3,40,92,0,0,0,0,18,0,46,7,0,12,0,20,3,0,242,11
4094,1,67,254,53,0,6,125,22,37,0,1,6,0,1,0,0,11,39,97,0,0,0,0,9,0,45,4,0,16,0,36,3,0,220,16
4095,2,64,255,34,0,7,108,16,20,0,3,4,0,3,0,1,3,36,90,0,0,0,0,4,0,38,2,0,10,0,30,3,0,176,10
4096,0,65,167,69,0,3,111,16,38,0,2,2,0,3,0,1,0,44,118,0,0,0,1,2,0,54,4,0,16,0,31,4,2,212,14
4097,1,77,177,60,0,4,94,23,41,0,3,1,0,9,0,0,6,55,119,0,0,0,0,7,0,59,17,0,9,0,22,8,0,189,11
4098,3,83,227,58,0,3,120,30,38,0,5,3,0,3,1,0,4,46,129,0,0,0,0,4,0,40,15,0,13,0,33,6,0,190,22
4099,3,74,202,62,0,4,86,31,28,0,0,1,0,1,1,0,0,57,85,0,0,0,0,6,0,46,8,0,9,0,33,6,0,219,17
4100,0,73,143,74,0,5,90,22,40,0,2,2,0,2,0,1,2,51,107,0,0,0,0,4,0,63,8,0,11,0,25,3,1,236,11
4101,0,48,169,52,0,7,114,22,33,0,0,2,0,5,0,2,0,36,110,0,0,0,0,4,0,42,9,0,9,0,29,0,0,201,11
4102,2,53,202,52,0,3,119,21,17,0,2,3,0,5,1,0,1,37,93,0,0,0,0,9,0,53,6,0,9,0,23,2,0,163,9
4103,0,54,120,56,0,3,97,19,39,0,1,1,0,3,1,2,1,43,105,0,0,0,0,3,0,44,3,0,7,0,24,4,1,191,9
4104,1,60,143,45,0,2,93,15,42,0,1,4,0,3,0,0,0,44,113,0,0,0,0,7,0,49,12,0,3,0,29,0,2,187,13
4105,1,64,153,40,0,3,83,20,40,0,4,0,0,2,0,0,3,42,99,0,0,0,1,4,0,57,12,0,10,0,24,0,0,236,13
4106,1,52,124,65,0,0,88,26,31,0,3,4,0,1,0,0,0,47,181,0,0,0,0,7,0,43,10,0,4,0,35,2,0,211,13
4107,2,44,163,67,0,3,102,21,36,0,0,1,0,2,1,3,2,62,112,0,0,0,0,6,0,40,10,0,8,0,27,6,2,210,11
4108,0,56,160,48,0,6,107,26,38,0,0,0,0,5,0,0,5,35,114,0,0,0,0,6,0,33,8,0,4,0,26,0,0,195,6
4109,1,46,178,45,0,10,100,16,61,0,2,1,0,5,0,0,1,24,108,0,0,0,0,13,0,76,1,0,6,0,43,5,0,244,12
4110,2,41,116,40,0,2,102,17,40,0,3,1,0,5,1,1,0,65,90,0,0,0,0,3,0,56,0,0,5,0,24,3,2,202,7
4111,3,51,131,51,0,3,99,20,38,0,4,0,0,4,1,0,3,44,101,0,0,0,0,5,0,40,15,0,11,0,29,2,0,218,10
4112,2,49,124,51,0,3,93,27,39,0,1,0,0,1,1,1,3,45,117,0,0,0,1,2,0,44,5,0,8,0,30,5,0,206,7
4113,3,43,127,67,0,2,96,21,35,0,2,2,0,1,0,0,4,50,110,0,0,0,0,5,0,42,16,0,5,0,26,3,0,215,6
4114,1,42,119,55,0,4,92,20,46,0,3,1,0,8,1,2,1,45,128,0,0,0,0,7,0,47,10,0,5,0,26,2,0,227,11
4115,1,48,217,40,0,9,105,26,39,0,6,4,0,7,1,1,3,48,102,0,0,0,0,3,0,49,5,0,9,0,31,3,1,205,11
4116,0,62,184,50,0,6,110,15,17,0,2,0,0,2,0,0,3,46,87,0,0,0,0,5,0,37,1,0,5,0,25,2,2,154,5
